username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Fortside Brewing,1548896388,"Vancouver, USA",2023-01-19 17:41:21,"Coffee Beer: It’s not just for breakfast anymore! 

Magic Beans is our Ethiopian Coffee IPA with a smooth, creamy b… https://t.co/CSyv23jqhb",1,Twitter for iPhone,
Mr. Scooter 3120,992081976,"Portland, OR",2023-01-19 17:40:00,"Every day I go to a tweet of Biden, or another member of his administration, just so I can block a bunch of idiots… https://t.co/Eu4t7P6dGG",1,Twitter for Android,
Qasim,763062569724579840,Portland,2023-01-19 17:26:40,"@freakonomist5 the coffee is good: and its a coffeeshop.. Not sure, why they are serving other items",0,Twitter Web App,
Britt 🪐,500296193,"Vancouver, WA",2023-01-19 17:24:08,they’re buying us coffee but also making us walk 3 blocks in 38° weather to get it because “team building”… 🫠,0,Twitter for iPhone,
ցɾҽԵϲհҽղ✨❄️✨,383901550,"Happy Valley, OR",2023-01-19 17:20:13,@DanvilleJennie @Doom_Monk Wow you guys! I better get this coffee down w a quickness!!! 😂🤣😂🤣😂,0,Twitter for Android,
bee ⚢,1051591352415223811,"Portland, OR",2023-01-19 17:05:28,"made about 1,000 dollars in 2 weeks being a barista 💪🏻 on that coffee grind ( literally ) ☕️",0,Twitter for iPhone,
Wendy N. Wagner 🎃,323357414,"Portland, OR",2023-01-19 16:58:07,"Currently feeling extremely lazy, but from the sound of it, the coffee's almost ready.",0,Twitter Web App,
Carl Cottingham,2574478277,"Tigard, Oregon",2023-01-19 16:56:05,@gatewaypundit I thought coffee was racist?,0,Twitter for iPad,
rosa parks and rec,337462298,📍PDX,2023-01-19 16:52:45,"“I had a good doctors appointment, a bitch might live another 15-20 minutes but I can have no mf coffee?” come get… https://t.co/Bekw0qVkxm",0,Twitter for iPhone,
The Gresham Outlook,91043284,"Gresham, OR",2023-01-19 16:30:04,Gresham's Legacy Coffee is one of the business thriving despite opening in the middle of the pandemic: https://t.co/zuLAVh7FdS,0,SocialNewsDesk,
Jamon,30273948,"Vancouver, WA",2023-01-19 16:23:54,"@suzanbond ✅ Do dishes
✅ Make coffee
✅ Make Suzan cry

So far so good on my todo list",0,Twitter for iPhone,
Clever Chuck Pun 🖕,3943079118,"Orchards, WA",2023-01-19 16:21:39,@EmilyTimbol He better get some quality hot coffee with bourbon in it when he’s done.,0,Twitter for iPhone,
Connie Ryba,1539375380473098240,"Gresham, OR",2023-01-19 15:48:19,@MadScientistFF Starbucks coffee,0,Twitter for iPad,
Melissa Vinson,112942200,"Portland, OR",2023-01-19 15:42:30,First work trip of the year! Keeping with tradition of coffee &amp; tunes before my flight. Let’s go! @flypdx ✈️💛 https://t.co/UeHxoC27MR,0,Twitter for iPhone,
Rebecca,138242478,"Portland, OR",2023-01-19 15:33:05,"@itsJeffTiedrich @MSignorile I have a little camp stove for just such occurrences, not for camping. If you can boil… https://t.co/j9ImzoclX8",0,Twitter Web App,
CCAR,709052945950646272,Vancouver Washington,2023-01-19 15:25:56,Up bright and early for the CCAR caravan to Olympia and Hill Day! Thank you to Clark County Title for fueling us up… https://t.co/9twYqI9hAs,0,Hootsuite Inc.,
Count of Negroni,19012724,"Portland, OR",2023-01-19 15:07:48,"@FightyWoman No idea! I work at home, but my partner goes to an office every day. I have flown on airplanes. I go t… https://t.co/yGoJuogejN",0,Twitter Web App,
Adam Booker,381855107,"Portland, Oregon",2023-01-19 15:03:41,"I absolutely can not wait for the World Cup in 2026. Non US fans are in for such a treat. 

You can be in a hotel i… https://t.co/SV7ldeHq94",0,Twitter for iPhone,
Sprudge,73280005,"Portland, OR",2023-01-19 15:00:38,"Watch Coffee Breath, A New Series All About Coffee https://t.co/UddEHE5Kfr https://t.co/dWgmxq0eUK",0,CoSchedule,
The Old Man's Podcast,1272603988412600320,"Vancouver, WA",2023-01-19 14:52:07,"What you doing????
Need something to help you???
Tune in to The Old Man’s Podcast at 7am pst / 10am Eastern and we’… https://t.co/6O9nmUqWhf",1,Twitter for iPhone,
NorthFreshCoffee Roasters,2888289303,"Portland, OR",2023-01-19 14:38:16,Just posted a photo @ NorthFresh Coffee Roasters https://t.co/HHpO0TKQ9K,0,Instagram,
Daniel Fowler,1333210717,"Portland, OR",2023-01-19 14:18:16,@jaaysart COFFEE TIME!!! 😬😬😬,0,Twitter for iPhone,
🏳️‍🌈LittleJeremy🏳️‍🌈,371849284,"Milwaukie, OR",2023-01-19 14:04:46,"“Live a good life, wash your ASS, and she can’t have no coffee.” Dying! 🤣🤣🥰🥰 https://t.co/KqicUzvPOM",0,Twitter for iPhone,
John Odom,1969613978,"Portland, OR",2023-01-19 13:59:42,@MarieHotWifeFu1 Good morning Beautiful. Dunkin French Vanilla Ice Coffee,0,Twitter for Android,
Erik Hansen,2864288951,"Portland, OR",2023-01-19 13:58:15,"@m_ashcroft @lisatomic5 Ok this is cool, but how does he have the energy for this? Coffee and some squash? I don't get it..",0,Twitter Web App,
taylor,809599758234894336,OR,2023-01-19 13:18:57,@PacoSour just your basic drip coffee with cream. nothing too fancy around here.,0,Twitter for iPhone,
Sprudge,73280005,"Portland, OR",2023-01-19 13:01:13,"On The Menu: The Ube Latte At Brewpoint Coffee in Elmhurst, IL https://t.co/HNiVKNur5J @BrewpointCoffee #onthemenu… https://t.co/sPqVwxLTj1",0,CoSchedule,
taylor,809599758234894336,OR,2023-01-19 12:59:03,"gm, going to be a 2 coffee day.",0,Twitter for iPhone,
Pardon My Pain,113704528,"Portland, OR",2023-01-19 11:31:39,@JohnSmi7513 OMG fits perfect right on the coffee pot 😆🖤🤎,0,Twitter Web App,
Pardon My Pain,113704528,"Portland, OR",2023-01-19 11:21:18,@higashidanaoki2 It's that coffee in the can? This looks like a tasty snack 😋,0,Twitter Web App,
Alley Rose,334476119,"Portland, OR",2023-01-19 10:28:17,@writing_show I need coffee to LIVE (and write).,0,Twitter for Android,
hypercritical of everyone else's centrifuge use,986364646440316928,"Portland, OR",2023-01-19 09:18:17,I need to tighten up my spending and stop buying takeout and coffee daily but I also recognize that these things ma… https://t.co/LdFMbYTgKa,0,Twitter for Android,
A n d y  Z i e s e m e r,106631177,Vancouver Washington,2023-01-19 08:05:50,"@yardleysarah @247prayer @PeteGreig @goodcoffeepdx You were in Portland!?! Nice! Welcome!

Good Coffee is one of ou… https://t.co/ngSf78CvuN",0,Twitter for iPhone,
Sigrid 🌿,1576451794729062400,"Portland, OR",2023-01-19 08:04:31,"I used to have a few coffee shops around that were open late/24 hours, and I loved chilling there and drawing. I ge… https://t.co/DzJSsdK4IT",0,Twitter for Android,
Vee🇵🇦🇨🇴,950242532184633344,"Portland, OR",2023-01-19 07:18:57,@lidanayy Due them with coffee now it’ll look cute,0,Twitter for iPhone,
Aimee Sukol ☮🐾🌱🌎🍝📚🎨🍺,957041619735265280,"Portland, OR",2023-01-19 06:19:36,"@ChroniclesofROC @jbrous41 I feel her pain. I walked .75 miles each way to buy a coffee, didn't even get a sip yet… https://t.co/dvuo2XfawR",0,Twitter Web App,
Shay,1179569411373461504,"Vancouver, WA",2023-01-19 05:47:57,@tocophobia Idk hates me?????? Buying me coffee now so whatever ig,0,Twitter for iPhone,
Gil George,260048957,"Portland, OR",2023-01-19 05:40:26,"@SophInHer30s I wrote a hymn parody called ""My Coffee I Love Thee"". Guess my answer...",0,Twitter for Android,
andrew,20527982,"Portland, OR",2023-01-19 05:30:33,"@alexyoungbased Making good coffee at home is relatively difficult... Need a decent brew method, but good grinders are $$$",0,Twitter Web App,
Eli Elliot,704521572866981889,"Portland, OR",2023-01-19 05:22:53,Cleric just bought me a coffee on Ko-fi! https://t.co/zb1D5jA9RS,0,Ko-fi.com,
Valerie Vozza,1852477170,"Portland, OR",2023-01-19 04:58:40,"@zatyn It's hard but it's not impossible! Everyone I talked to was kind and supportive.

Also, at the end of every… https://t.co/BDgV67Fq3A",0,Twitter for Android,
MichRoc aka @Mich_Roc@universeodon.com,1863449214,Aloha,2023-01-19 04:57:12,"@RexChapman A bitch can live a good life but I bitch can't have no coffee...

That's the big takeaway.",0,Twitter for Android,
Nuclear #OneTrickPonyTina 4 Oregon - Rich Lee,795424702747418624,"Portland, OR since 1952",2023-01-19 04:49:10,@gwbehn @coffee_anytime They're damned good atop the whipped cream on a banana split. https://t.co/QShNKaJ101,0,Twitter for Android,
Valerie Vozza,1852477170,"Portland, OR",2023-01-19 04:37:15,@zatyn At first I was nervous to reach out to people to ask for coffee chats so I started by booking appts with som… https://t.co/8HizzCP2zL,0,Twitter for Android,
Lindsay Strannigan,171764197,"Portland, OR",2023-01-19 04:34:13,"@ingridc @Gabrielle_Korn My partner and I take turns getting up with our kiddo, and on his mornings with her he bri… https://t.co/Ps4MkhWozb",0,Twitter for iPhone,
Valerie Vozza,1852477170,"Portland, OR",2023-01-19 04:31:14,@zatyn I did but I didn't feel confident that I was doing enough networking so I was also applying to jobs on Indee… https://t.co/Kurmfw5EHu,0,Twitter for Android,
Marsha Love,2825297298,"Portland, OR",2023-01-19 04:11:25,@coffee_anytime It's a walnut.,0,Twitter Web App,
Quinton Murdock 🐀,1404159608839573504,"Portland Oregon , USA. CO@💜",2023-01-19 04:01:03,@mattxiv This is like this story Alex Jones told about seeing two Muslim women getting coffee that he told with the… https://t.co/uur5ivVhOA,0,Twitter for iPhone,
Seth is how it starts ▯,202500091,"Portland, OR",2023-01-19 03:34:55,"A bitch can’t even life a good life, wash her ass, and have a cup of coffee. This is the world we live in.",0,Twitter for iPhone,
Connect Zero 💛,2958875881,"Portland, OR",2023-01-19 03:31:36,"@Yoshthegreat coffee, strawberries and cream, charcoal",1,Twitter for iPhone,
Madi🕉,891909715495493633,"Portland, OR",2023-01-19 02:55:11,Livin off coffee and nicotine,0,Twitter for iPhone,
Raphael House,75484446,"Portland, OR",2023-01-19 02:40:01,"We are sending a big, loving shoutout to our friends at Green Bridge Coffee for supporting domestic violence surviv… https://t.co/ijFVzrc2yw",0,Loomly,
Bunny,1567037731368480768,"Portland, OR",2023-01-19 02:19:40,@coffee_anytime Walnut,0,Twitter for iPhone,
sc,10963972,"Portland, Oregon",2023-01-19 02:11:08,@joshhart Drink coffee. Read books. Repeat.,0,Twitter for iPhone,
Conky,4319492363,"Portland, OR",2023-01-19 02:03:24,@tenshiiru I've always though that being an owner of or barista in local coffee shop in a small town is a super coo… https://t.co/yWv8sXG40o,0,Twitter Web App,
Ben Matasar,9987762,"Portland, OR",2023-01-19 02:01:37,@spikebrehm I’m not going to drink the coffee pods Spike.,0,Twitter for iPhone,
wow a red ghost☕️,8057892,"Portland, OR",2023-01-19 01:44:55,@RemakeMischief Maybe some coffee would help you slow down and focus ☕️😌,0,Twitter for iPhone,
Jamie “hubie halloween fan” Carbone,42314531,"Portland, OR",2023-01-19 01:35:00,Jason Mantzoukas the voice of Dunkin’ like “great now I wanna fuck a cup of coffee”,0,Twitter for iPhone,
wow a red ghost☕️,8057892,"Portland, OR",2023-01-19 01:02:50,@RemakeMischief Coffee is great when you have good beans and process,0,Twitter for iPhone,
Beaverton Schools,73167937,"Beaverton, Oregon",2023-01-19 01:00:01,Join Superintendent Dr. Gustavo Balderas for conversation and coffee. Dr. Balderas will be hosting a coffee chat at… https://t.co/d476zd8wQO,0,Buffer,
Farnell Newton,112141704,"Portland, OR",2023-01-19 00:35:01,I often wonder do grandma’s and parents roll up to the bikini baristas thinking it was a regular ass coffee cart. https://t.co/HLhjWw7Y6g,0,Twitter for iPhone,
Molly Templeton,15388650,"Portland, OR",2023-01-19 00:20:32,"@lexiatwork omg it's in Seattle again, that means it's been about 97 years since my one and only winter carnival, a… https://t.co/truUIqrptx",0,Twitter Web App,
Rose Wylde,1550216389972992000,"Gresham, OR",2023-01-19 00:19:36,@trailblazers Pull up a search for best coffee spots in Portland and start exploring the neighborhood around the sp… https://t.co/GEL0kTHIAz,0,Twitter for iPhone,
Austin Langlinais,1888358827,"Portland, OR",2023-01-19 00:18:53,"@funkornaut 100%, here’s a quick breakdown from @jimseven’s world atlas of coffee https://t.co/t0jrdZZ4w1",0,Twitter for iPhone,
Andrew Theen 🎙🏀🎙,53454719,"Portland, OR",2023-01-19 00:15:43,Walk a dog while listening to podcasts or music with a coffee in hand. https://t.co/7AbOErcdvu,0,Twitter Web App,
billie jewish,1014735230,"Portland, OR",2023-01-18 23:55:46,In ninety minutes you could be back blowing hack writers just to get them to meet you to have a cup of coffee Dana WAKE THE FUCK UP,0,Twitter for iPhone,
Brit Alexandria Sims,1448372190,"Portland, OR",2023-01-18 23:55:20,Welp… there goes my competition momentum… I’ll probably be at Expo but we’ll see if I can actually go to any of the Coffee Fests now.,0,Twitter for iPhone,
White Crone lisamann at masto dot ai,1207023913730863104,"Portland,OR",2023-01-18 23:51:22,"@NickCristofaro Just one of those terms that translate differently from American English to UK English...

Creamy-… https://t.co/zPHFJVqygU",0,Twitter for Android,
Sprudge,73280005,"Portland, OR",2023-01-18 23:30:03,"Our four corners guide series to London continues, this time with a look at the new, the iconic, the must-sip cafes… https://t.co/eJwSGcvf1o",0,CoSchedule,
Mark Spencer Hotel,22044715,"Portland, OR",2023-01-18 23:28:04,Delve a little deeper into the stories you love at Powell's Books. You can spend hours perusing the shelves of Port… https://t.co/UcztLJWy4b,0,TMG-OneView,
Morgan Eckroth,2909461098,"Portland, OR",2023-01-18 23:06:51,"Coffee people, what are your experiences with the Mahlkonig E80? 
I need to sanity-check some of the chaos that’s o… https://t.co/YQmPEhlIni",0,Twitter for iPhone,
🌿shae,1593689093497491456,"Portland, OR",2023-01-18 23:00:07,Finding the right mug for coffee or tea is so specific and mood based. I can’t just drink from any cup. I have to e… https://t.co/xRxqsxnucx,0,Twitter for iPhone,
Stuff Blake Does- Now with Extra Gluten!,1358190326842757121,"Portland, OR",2023-01-18 22:40:40,"@KatieMehera Like drip coffee or espresso shot? Either way you got this! 
*airhorn* 
Whoops, dropped my airhorn down these stairs.",0,Twitter for iPhone,
Occam’s Shaving Butter,1176562844566872064,"Beaverton, OR",2023-01-18 22:40:13,"Only 2.  However, each cup equals my coffee press. https://t.co/dCBbQq9Uzx",0,Twitter for iPhone,
Drucifer MorningStar Incogmeato®,132424157,"Portland, Oregon",2023-01-18 22:12:34,"A woman working at a bikini coffee stand is nearly kidnapped, and people instantly blame the woman, what she's wear… https://t.co/Sc48BeTMUv",0,Twitter Web App,
Jakob Vala,2713512054,"Portland, OR",2023-01-18 21:49:24,@vivianwmlee Same. The heaters at my favorite coffee shop aren't always available.,0,Twitter Web App,
Jess Columbo,14575518,Portland,2023-01-18 21:11:07,"5. WHOA what I spend on food: network lunches, coffee, etc. But these = Relationships and Relationships = the core… https://t.co/SRNK3AvE8u",0,Twitter Web App,
Hal French,1268703138,"Portland, OR",2023-01-18 21:09:21,"@dlnt (if early admission) Coffee and an egg biscuit from the Main Street USA Starbucks, eaten on the porch by the… https://t.co/ME6jCxbhIO",0,Twitter for Android,
Josh B,346271965,"Vancouver, WA",2023-01-18 20:49:55,I just earned the 'Wake Up and Smell The Coffee!' badge on @untappd! https://t.co/7Es0BIh6EE,0,Untappd,
Bryce Braden-Lay,1576090698885259264,"Portland, OR",2023-01-18 20:26:05,@coffee_anytime All are just as beautiful as the next. 💟,0,Twitter for iPhone,
RyanToh911,1299378159188668417,"Portland, OR",2023-01-18 20:22:19,@GeorgePapa19 No wonder you were just the coffee boy...,0,Twitter Web App,
MetalGoddessJen,1152067101961547777,"Portland, OR",2023-01-18 20:20:33,"@BarlowAdams Coffee is always a necessity, no matter what.",0,Twitter for iPhone,
Mollie Stratton,65515160,"Portland, Oregon",2023-01-18 20:10:23,"I want her to have her coffee so much but I love this, the best and most masterful rant I’ve seen in a minute. 😭 FU… https://t.co/fJkCMbFmqC",0,Twitter for iPhone,
Mollie Stratton,65515160,"Portland, Oregon",2023-01-18 20:07:53,@silkyjumbo She deserves coffee if any mother fucker does. 😂,0,Twitter for iPhone,
Mollie Stratton,65515160,"Portland, Oregon",2023-01-18 20:05:41,@ChroniclesofROC I love her. She cusses like me. Give the bitch some mother fucken coffee! 😂,0,Twitter for iPhone,
Mercy Corps,16688755,"Portland, OR",2023-01-18 20:03:03,"Libia is a coffee farmer, retired nurse, and the first woman to serve as her village governor. 

Through Mercy Corp… https://t.co/7l8ejDOtbn",2,HeyOrca,
Jakob Vala,2713512054,"Portland, OR",2023-01-18 20:01:37,I’m grateful for friends who will wear multiple sweaters and jackets so I can have outside coffee with them.,0,Twitter for iPhone,
Modern Rice 🏳️‍⚧️🏳️‍🌈,893260302954844160,"Portland, OR",2023-01-18 20:00:22,"My sweet husband @ledgermanbill got up this morning, took the dogs out, went and grabbed my medication from the pha… https://t.co/l8tuHo5PPP",0,Twitter for iPhone,
✨Nicole✨,332011642,"Portland, Oregon",2023-01-18 20:00:20,I am willing to trade SEVERAL forehead kisses in exchange for the strongest coffee today please and thank you,0,Twitter for Android,
Brian Thompson,102265678,"Portland, OR",2023-01-18 19:44:45,@DJCucumber1 @alynch1102 @akg69420 @ZoeSchiffer He's gonna make up the difference by firing the janitorial staff an… https://t.co/n05hbMMYhV,0,Twitter for iPhone,
DTBadger,609692204,"Portland, OR",2023-01-18 19:14:49,@berningmama412 Maybe.  All I see in coffee shops are younger people with their laptops who occupy the same tables for hours.,0,Twitter Web App,
Wtfportland,1474539539905409024,"Portland, OR",2023-01-18 19:11:37,"In Auburn, Washington, a man attempted to abduct a barista through the drive-thru window of a coffee shop. 
The inc… https://t.co/qx3kXD2Z46",8,Twitter for iPhone,
Ioan Mitrea,18603224,"Portland, OR",2023-01-18 19:11:22,"@euvieivanova we are trying to learn how to do creek and wetland restoration from the beavers on our creek :), and… https://t.co/o2CN3IMYYB",0,Twitter Web App,
sabertooth squirtle,15883630,"Portland, OR",2023-01-18 19:02:30,if u wanna know how boring my life is i just made coffee and then skipped back to bed excited that there’s a new we… https://t.co/Je9Skz1f7W,0,Twitter for Mac,
Sprudge,73280005,"Portland, OR",2023-01-18 18:59:02,"Even with tens of millions of dollars in investment capital, coffee tech brands are downsizing their workforces.… https://t.co/Qez6Av1ZSL",0,CoSchedule,
Chuck Slothower,414119481,"Portland, OR",2023-01-18 18:55:32,"Eyelid's twitching. Needs more coffee, screen time.",0,Twitter Web App,
Kristen,24966602,Portland Oregon,2023-01-18 18:16:36,I just need someone to tell me what coffee to order from where 😭,0,Twitter for iPhone,
Indigo Geek 🐝,19413589,"Portland, OR",2023-01-18 18:03:21,"Before my arm was broken, I would carry my spoiled little cat around while I made coffee. Recently, he’s started wh… https://t.co/cXiD9TXAgo",1,Twitter for iPhone,
Stephen J. Weber,16427456,"Portland, OR",2023-01-18 18:01:29,It's 10AM. Do you know where your coffee is?,0,IFTTT,
Lynn Schore,1473399438739603459,"Portland, OR",2023-01-18 17:59:37,@AtheistAntifa That's me cracking up at your comment with a spit take 🤣. You almost made me spill my coffee!,0,Twitter for Android,
feed your anger like fire,14414933,PDX ,2023-01-18 17:49:49,the thing that throws me off most about @frequentlybees going into the office on wednesdays is going to make my aer… https://t.co/91JtEoMZDH,0,Twitter for iPhone,
Goops McGrinches,1389786413349019648,Pdx,2023-01-18 17:48:51,Good morning I’m drinking my coffee and thinking about the time the guy from emmure got electrocuted on stage in Ru… https://t.co/Su8cAcAL1h,0,Twitter for iPhone,
Roodie,30571544,"Portland, Oregon",2023-01-18 17:47:49,Iced coffee hitting almost as hard as the dude from last weekend.,0,Twitter for iPhone,
Alex Larson,2286235922,"Portland, OR",2023-01-18 17:47:12,@apopetosis I feel like I could have a nespresso machine and the coffee would not compare to a $6 latte,0,Twitter for iPhone,
Ann,1498311309124780032,"Portland, OR",2023-01-18 17:46:13,@KaylaChowShow Coffee,0,Twitter for iPhone,
Ileana 💫,210336215,"Portland, OR",2023-01-18 17:20:37,"My coffee is gross this morning, I can’t even drink it 😭",0,Twitter for iPhone,
The Beautiful Struggle,892387980215590913,"Beaverton, OR",2023-01-18 16:46:37,@SBakerMD Nothing has done better for my fibromyalgia/costochondritis than this appropriate species specific diet.… https://t.co/EhkNXGFTeY,2,Twitter for Android,
Nathaniel K. Jones,1351881288525877249,"Portland, OR",2023-01-18 16:44:50,"@RoyaltySpud Seriously that looks tasty, but where is the coffee though? https://t.co/ABRcqnLS4k",0,Twitter for iPad,
joe,1330968704360726529,"Portland, OR",2023-01-18 16:39:02,Every single Boomer woke up and decided they was gonna get a cup of coffee in downtown Portland today. 🤦‍♂️ Here I… https://t.co/fHv1WTWWTL,0,Twitter Web App,
Sciencefictiontologist,853678340947030018,"Portland, OR",2023-01-18 16:24:15,@Pittpatva Okay. Your point was that Bezos single handedly brings you cups of coffee and you pay him 30 cents.,0,Twitter for iPhone,
Portland Community College,28179833,"Portland, Oregon",2023-01-18 16:16:31,📰Future Ready Oregon funds ($2.8M) are allowing PCC to pilot a program at Coffee Creek where incarcerated students… https://t.co/xoJkBFNw7i,0,Twitter Web App,
Joel Bernstein (Parody),114605798,"Portland, OR",2023-01-18 16:15:27,@DeItaone @Bitfinexed Let me take a big sip of coffee and look at the price of BTC over the last hour https://t.co/9G53mp9ycu,2,Twitter for iPhone,
Red Zone Rogue 👹,1316540935,"Portland, OR",2023-01-18 16:10:07,It's a relaxing coffee and manga kind of morning. The new issue of Frieren arrived and I've just started Granblue F… https://t.co/QJmb1Q9EQb,1,Twitter for Android,
beth,505054777,,2023-01-18 16:06:25,"cuddles. cum boogies. coffee. complete body pain flare.
good morning 🥲☹️",0,Twitter for iPhone,
Maria Hearing,893307761215250432,"Vancouver, WA",2023-01-18 15:58:53,@robertjmonson Happy birthday! Venmoed you a coffee 💜,0,Twitter for iPhone,
Chris Flanagan,711200996362489856,"Portland, OR",2023-01-18 15:32:31,"@douglasaitch @jk124k For all you know, it could be bags of sugar.  There are many things that are severely combust… https://t.co/zT0eBUM9Yp",0,Twitter Web App,
loamcoffee,3158511012,"Portland, OR",2023-01-18 15:14:37,Coffee at the trailhead in a van is the best coffee. What's your coffee routine and setup away from home? https://t.co/aNOhYPhtyW,0,Twitter Web App,
Sprudge,73280005,"Portland, OR",2023-01-18 15:01:08,Is Coffee The Reason You Are Losing Your Hair? https://t.co/WrHX6iyEr4 https://t.co/j1BguQBbmh,1,CoSchedule,
hammy,1287759973556994048,"Portland, OR",2023-01-18 14:45:09,i hate coffee,0,Twitter for iPhone,
hammy,1287759973556994048,"Portland, OR",2023-01-18 14:45:02,@BotterTona @ups_ernie coffee is gross,0,Twitter for iPhone,
World Coffee Research,209191160,"Portland, OR",2023-01-18 14:43:45,Creating global tools and sharing knowledge across borders enables the global coffee community to address the most… https://t.co/DIFP6HCkZL,0,Twitter Web App,
World Coffee Research,209191160,"Portland, OR",2023-01-18 14:43:45,"WCR supports national breeding programs in multiple coffee countries to assess their breeding capacity, develop roa… https://t.co/Y1n7UcSMxy",0,Twitter Web App,
World Coffee Research,209191160,"Portland, OR",2023-01-18 14:43:44,National coffee institutes conduct the lion’s share of agricultural R&amp;D for the world’s coffee farmers. But nationa… https://t.co/ultjK8iUMs,2,Twitter Web App,
NorthFreshCoffee Roasters,2888289303,"Portland, OR",2023-01-18 14:43:07,Just posted a photo @ NorthFresh Coffee Roasters https://t.co/HgACMlf2V9,0,Instagram,
Marisa (pink hair era) 🦇🦌😇😈🏴‍☠️,1435828081197862915,"Portland, OR",2023-01-18 14:17:49,@actualadultjd OMG I haven't had enough coffee yet to deal with this nonsense 🤦🏼‍♀️,0,Twitter for Android,
Sailing the seas of cheese,1603455671860887552,"Beaverton, OR",2023-01-18 13:54:38,@coffee_anytime People,0,Twitter for iPhone,
Rat Boy,154415673,"Portland, OR",2023-01-18 13:52:31,@imnotreal___ There’s AISLES of coffee mugs at every goodwill. It’s a global pandemic!,0,Twitter for iPhone,
"With Love, From PDX",1602667529624764416,Portland,2023-01-18 13:15:03,"Home of Good Taste (newly curated)

A bright, fresh and cozy home gift perfect for a housewarming or winter gift or… https://t.co/rcpRufMncV",0,Twitter Web App,
Sprudge,73280005,"Portland, OR",2023-01-18 13:01:08,"Coffee Design: Mecca Coffee In Sydney, Australia https://t.co/bwnCs709Dd @MeccaCoffee #coffeedesign https://t.co/PLCsdkuPRl",0,CoSchedule,
Jon Pranzetti,1075938481,"Portland, OR, USA",2023-01-18 09:36:40,The only reason I want money is to create more. And occasionally eat... and coffee..,0,Twitter Web App,
🌼🐐,1478111560287473665,Portland OR,2023-01-18 09:17:36,sleepover where everyone just takes a bunch of melatonin and the last one to fall asleep wins a cash prize. there i… https://t.co/D06HPFeO68,1,Twitter Web App,
Roar!...eth,1692698502,"Portland, OR",2023-01-18 07:00:32,@RedDognft A coffee a day keeps the GN’s away. Gm reddog ⚡ https://t.co/tpfvSbpuKR,0,Twitter for iPhone,
Scott E,1240000156621107200,OR,2023-01-18 06:37:53,@coffee_anytime Why is it a debate? If it's the way you don't like does it stop you from wiping? Move on people. https://t.co/vFe66Y75Wu,0,Twitter for Android,
pamela watkins,786940213968850945,"vancouver, wa",2023-01-18 06:10:28,@RepJeffries Antifa?  For months &amp; months terrorized &amp; destroyed my hometown PDX &amp; suburban communities.  Not 1 dem… https://t.co/3GCyEudP4s,0,Twitter Web App,
Derek is playing Demon’s Souls (he/they)🕷️,3298199238,"Vancouver, WA",2023-01-18 06:08:16,"This but hike with my partner and dog, have coffee with my cats, and play video games with my fwiends. Also nap! https://t.co/v4M0D9DkHB",0,Twitter for iPhone,
dj sweetie pie,939636579429097472,"Portland, OR",2023-01-18 04:41:35,"took me like 30 seconds to remember the words ""coffee shop"" earlier . cant stop thinking about it i wanna throw up",0,Twitter for iPhone,
Beavius_Maximus,965574548,"Lake Oswego, OR",2023-01-18 04:24:40,Seriously. Take a moment 👇🏼. What is the point of decaf? If you don’t want a real coffee…have a glass of water or t… https://t.co/4gQumblFa8,0,Twitter for iPhone,
WadingintheVelvet Zee,476122114,"Portland, OR",2023-01-18 04:07:24,@GraceL16448030 @thetexasdood @AuburnWAPolice In what world  is selling coffee “prostitution” 🙄🙄,1,Twitter for iPhone,
kaufmac,15794086,"Portland, OR",2023-01-18 03:13:46,@saverio825 C for coffee is legitimately genius,0,Twitter Web App,
Marty Matheny,10106992,"Portland, OR",2023-01-18 03:04:19,I mean… it’s nice to drink something besides coffee occasionally 😄☕️,0,Twitter for iPhone,
Cristian⚡️,54091378,"Portland, OR",2023-01-18 02:56:23,"@DanIsDTM @alexisbledel You know me. Just another day being a single man who loves twilight, listens to deftones an… https://t.co/dxszVjtCCX",0,Twitter for iPhone,
Ansley,18231782,Portland,2023-01-18 02:46:21,@emillygprado @MtScottArleta A guide to independent coffee shops? I love this one in FoPo https://t.co/xaO6MBvgFO,0,Twitter for iPhone,
sensitive microbiome,1469816245935509506,portland oregon,2023-01-18 02:40:36,sitting in the powells coffee shop with my non binary friends. rory and i are writing about post modernism. we’re so annoying.,1,Twitter for iPhone,
NextTYTReporter,1155301379595833344,"Portland, OR",2023-01-18 02:36:29,"@latstetter @DameonLaunert Have you look into the details of that ""coffee is hot"" case?",0,Twitter for Android,
NeilinOregon,240473141,"Beaverton, OR",2023-01-18 02:02:42,@mmpadellan Coffee ☕️,0,Twitter for Android,
Alex Gotay,41033420,"Portland, OR",2023-01-18 01:28:01,Lol the literal day before my 30th birthday. Had plans for dinner and karaoke that were scuppered. Went with a frie… https://t.co/DWXyEyKoRo,0,Twitter for Android,
Alyce,1459283853806387201,"Portland, OR",2023-01-18 01:25:22,@moonlitcarrie @kitxvoss Omg I am going to owe her a coffee tomorrow 🤣🤣🤣,0,Twitter for iPhone,
Subterran Dan #OpenRPG,1122263182087606272,"Portland, OR",2023-01-18 01:20:21,"@LogarTheOgar Yo, have you ever tried taking theanine? It's a chemical found in green tea that reduces the anxiety… https://t.co/UtPehmMIm1",0,Twitter for Android,
